T09,Health Personnel,,,,,
188,Costa Rica,2013,Health personnel: Nurses and midwives (number),10274.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2013,Health personnel: Nurses and midwives personnel (per 1000 population),2.1666,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2015,Health personnel: Physicians (number),6687.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2015,Health personnel: Physicians (per 1000 population),13.7900,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2015,Health personnel: Pharmacists (number),3518.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2015,Health personnel: Pharmacists (per 1000 population),0.7257,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2015,Health personnel: Nurses and midwives (number),12884.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2015,Health personnel: Nurses and midwives personnel (per 1000 population),2.6577,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2016,Health personnel: Physicians (number),6741.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2016,Health personnel: Physicians (per 1000 population),13.7600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2016,Health personnel: Pharmacists (number),3574.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2016,Health personnel: Pharmacists (per 1000 population),0.7295,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2016,Health personnel: Nurses and midwives (number),14724.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2016,Health personnel: Nurses and midwives personnel (per 1000 population),3.0053,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2017,Health personnel: Physicians (number),14619.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2017,Health personnel: Physicians (per 1000 population),29.5300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2017,Health personnel: Dentists (number),49.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2017,Health personnel: Dentists (per 1000 population),0.0100,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2017,Health personnel: Nurses and midwives (number),15740.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2017,Health personnel: Nurses and midwives personnel (per 1000 population),3.1798,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2018,Health personnel: Physicians (number),14468.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2018,Health personnel: Physicians (per 1000 population),28.9400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
188,Costa Rica,2018,Health personnel: Nurses and midwives personnel (per 1000 population),3.4144,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Physicians (number),1698.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Physicians (per 1000 population),0.9300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Dentists (number),204.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Dentists (per 1000 population),0.0111,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Pharmacists (number),128.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Pharmacists (per 1000 population),0.0070,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Nurses and midwives (number),8988.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2005,Health personnel: Nurses and midwives personnel (per 1000 population),0.4897,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Physicians (number),2746.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Physicians (per 1000 population),1.4000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Dentists (number),274.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Dentists (per 1000 population),0.0141,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Pharmacists (number),413.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Pharmacists (per 1000 population),0.0211,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Nurses and midwives (number),9231.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2008,Health personnel: Nurses and midwives personnel (per 1000 population),0.4708,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Physicians (number),5240.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Physicians (per 1000 population),2.3100,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Dentists (number),490.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Dentists (per 1000 population),0.0217,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Pharmacists (number),2430.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Pharmacists (per 1000 population),0.1073,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Nurses and midwives (number),14168.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2014,Health personnel: Nurses and midwives personnel (per 1000 population),0.6256,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2015,Health personnel: Nurses and midwives (number),10891.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2015,Health personnel: Nurses and midwives personnel (per 1000 population),0.4689,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
384,Côte d’Ivoire,2017,Health personnel: Nurses and midwives (number),13583.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
